track,artist,lyrics,polarity,subjectivity
How Much Is Weed?,Dominic Fike,"[Chorus]
Photo album but the color faded from it
If I could go back and tell ya how it ends, I woulda done it
Don't look down
Don't look down

[Verse 1]
Friends and family took the alley to Miami
Got caught up and now my baby's got no daddy, can you send me something?
I can't do all of this shouting on an empty stomach
I can't find myself no balance in this emptiness
By long way down, she meant the hole I dug myself
I can't keep control of myself, sometimes I just don't know my— (Fuck that shit)
My bitch she bad, dawg, it's all in my head
Mama told me, ""Don't be shy,"" Seno said ""Let's get this,"" watch how fast I switch this
What up to Gibs and Stunna Man
Watch my brother n'em while you can, aye
Shut up, them boys ain't coming out side
While I'm outside doing my dance
And I might juk, and juk, and juk, and juk and juk
And juk, and juk, and juk
Remember when I couldn't make ends
Then I made Ms and the shit made sense
I be looking through the—

[Chorus]
Photo album but the color faded from it
If I could go back and tell ya how it end, I woulda done it
Don't look down
Don't look down

[Verse 2]
Friends and family never cared about the Grammys
'Til I grew up out the hand-me-downs and bought the family house
I be looking through the photo album, you remember all the good old days? K Swiss and polo down
And Mama had to put a down payment by herself and ain't nobody even try to help
She went to jail and shit went left, and I was left
I did my best, I needed rest, I got arrested
Everybody looking at me like I'm not invested
Bitch, you know how hard I was stressing?
Please, don't call me with weekend plans
I'm ripping out all my hair
And bitch, I don't even dance
But sometimes I like to (Juk, juk, juk, juk, juk, juk)
(I like to juk, juk, juk, juk, juk, juk, juk)
I like to juk, juk-juk, juk, juk-juk
Juk, and juk, and juk, and juk and juk and
Juk, and juk, and juk, and juk
I be looking through the—

[Chorus]
Photo album but the color faded from it
If I could go back and tell you how it ends, I woulda done it
Don't look down
Don't look down",-0.07385057471264368,0.34339080459770116
Woah,CasPark,"When i look at your face
And your vibe is intense
A kaleidoscope lens
Yea you make my heart race

Whatever’s got you down

I could make it okay
Have you feelin so fly
Like the gravity’s light
Come on into my space
Put my hands on your waist

It’s a cruel world
Got your heart so cold
I got ways that we could let go

Moving slow mo
Like old videos
Til we’re dancing with our shadows

High as the top of Everest
Feelin like

Woah
Colors in your eyes like a light show
Make me say woah
Walking in the sky on a tightrope
It could be love or the substancе
Call me a fool cuz I rush in
Girl we could feel this way forevеr
Wanna escape this world together
Til we say woah

You make me spend it all
Voice like an angel’s song
When it hit I see the face of god
She kinda lit, told me
Ariana said it perfect
Into you cuz this shit working
Side effects I know you’re worth it still
Nothing like the way you make me feel
Pull me closer cuz

It’s a cruel world
Got your heart so cold
I got ways that we could let go

Moving slow mo
Like old videos
Til we’re dancing with our shadows

High as the top of Everest
Feelin like

Woah
Colors in your eyes like a light show
Make me say woah
Walking in the sky on a tightrope
It could be love or the substance
Call me a fool cuz I rush in
Girl we could feel this way forever
Wanna escape this world together
Til we say woah",0.09851851851851849,0.6320370370370371
Higher,Croixx,"[Intro]
(Could you get me higher?)
(Woah-oh)

[Verse 1]
Been a long time since I know you
Was breaking my back just to hold you
All of this pain that I've gone through
(Since I've known you)

[Pre-Chorus]
It's alright, it's ok
Take my heart and walk away
Waste my time and I'll be fine
If I don't look down

[Chorus]
Could you get me higher?
Woah-oh
Could you get me higher?
Woah-oh (Yeah)
'Cause its been a long time since you been on my brain
Tell me when you go swear that everything change
You get me higher
Woah-oh

[Verse 2]
Could never understand all the things you do
Never been a fan of thе way you move
Wasting my time put it all on you
It's all you

[Pre-Chorus]
It's alright, it's ok
Take my hеart and walk away
Waste my time and I'll be fine
If I don't look down

[Chorus]
Could you get me higher?
Woah-oh
Could you get me higher?
Woah-oh (Yeah)
'Cause its been a long time since you been on my brain
Tell me when you go swear that everything change
You get me higher
Woah-oh
(You get me higher, higher)

[Outro]
You get me me higher
Woah-oh",0.15782828282828285,0.398989898989899
Good Life,Kanye West,"[Produced by DJ Toomp, Kanye West, and Mike Dean]
[Chorus: Kanye West, T-Pain & Both]
Like we always do at this time
I go for mine, I got to shine
(Now throw yo' hands up in the sky)
I g-go for mine, I got to shine
(Now throw yo' hands up in the sky)
I'ma get on this TV, mama, I'ma
I'ma put shit down
Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, I'm good

[Verse 1: Kanye West & T-Pain]
Welcome to the good life, where niggas that sell D
Won't even get pulled over in they new V
The good life, let's go on a livin' spree
Shit, they say the best things in life are free
The good life, it feel like Atlanta
It feel like L.A., it feel like Miami
It feel like NY, summertime Chi', ah
(Now throw yo' hands up in the sky)
So I roll through good
Y'all pop the trunk, I pop the hood, Ferrari
And she got the goods
And she got that ass, I got to look, sorry
Yo, it's got to be 'cause I'm seasoned
Haters give me them salty looks, Lawry's
50 told me, ""Go 'head, switch the style up
And if they hate then let 'em hate and watch the money pile up""
The good life

[Chorus: Kanye West & T-Pain]
Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky)
Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky) Ayy
I'ma get on this TV, mama, I'ma
I'ma put shit down
Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, I'm good

[Verse 2: Kanye West & T-Pain]
Welcome to the good life
Where we like the girls who ain't on TV
'Cause they got mo' ass than the models
The good life, so keep it comin' with the bottles
'Cause she feel booze like she bombed at Apollo
The good life, it feel like Houston
It feel like Philly, it feel like D.C.​
It feel like VA or the Bay or Yay
Ayy, this is the good life
(Welcome to the good life)
Homie, tell me what's good
Why I only got a problem when you in the hood
(Welcome to the good life)
Like I'm new in the hood
The only thing I wish, I wish a nigga would
(Welcome to the good life)
He probably think he could
But, but, I don't think he should
(Oh, welcome to the good li-li-li-life, oh)
50 told me, ""Go 'head, switch the style up
And if they hate then let 'em hate and watch the money pile up""
The good life

[Chorus: Kanye West & T-Pain]
Now I, I go for mine (Yeah), I got to shine
(Now throw yo' hands up in the sky)
Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky) Ayy
I'ma get on the TV, mama, I'ma
I'ma put shit down
Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, I'm good

[Verse 3: Kanye West & T-Pain]
Yeah, yeah
Have you ever popped champagne on a plane, while gettin' some brain?
Whipped it out, she said, ""I never seen Snakes on a Plane""
Whether you broke or rich, you gotta get this
Havin' money's not everythin', not havin' it is
I was splurgin' on trips
But when I get my card back activated, I'm back to Vegas
(Welcome to the good life)
'Cause I always had a passion for flashin'
Before I had it, I closed my eyes and imagined the good life

[Outro: T-Pain]
Ayy, it's the good life, better than the life I lived
When I thought that I was gonna go crazy
And now my grandmama
Ain't the only girl callin' me baby
If you feelin' me now, then put yo' hands up in the sky
And let me hear you say, ""Hey, hey"" (Hey, hey, hey)
(Ooh) I'm good!",0.3328374655647382,0.6486501377410469
Kiss The Sky,G-Eazy,"[Intro: G-Eazy]
Yo, turn me up a lil' bit
Yeah, yeah, uh

[Chorus: Matt Shultz & G-Eazy]
Kiss the sky and let it go
Up and down, roll the stone
Up and out, roll the stone
Kiss the sky and let it go, go (Yeah)
I see it right in front of me
And then again beside me
Rotatin', turnin' back to me
Kiss inside me, kiss inside me (Yeah)

[Verse 1: G-Eazy]
Lucy in the sky with diamonds, everything is shinin'
Red carpets, cameras flashin', all the lights are blindin'
I'm head to toe Celine, Teddy Slimane's designin'
Young Gerald is a girl's best friend just like a diamond
I'm forеver capo, leader of thе pack though
Hands up high from the front row to the back row
A rock-and-roll star, I just happen to rap though
Party, throw a TV out the window at the Chateau Marmont
Wearin' all black and it's all Saint Laurent, I'm high
Way up in the sky, a never-ever-endin' supply
Here, take a try, come with me, lick this LSD and fly

[Chorus: Matt Shultz]
Kiss the sky and let it go
Up and down, roll the stone
Up and out, roll the stone
Kiss the sky and let it go, go
I see it right in front of me
And then again beside me
Rotating, turning back to me
Kiss inside me, kiss inside me

[Verse 2: G-Eazy]
Got my feet planted on the ground, my head somewhere beyond the clouds
Told the moon to make some room, a place where I escape the crowd
Peek into the universe, witness things, we're not around
Silent conversations, my imagination's hella loud
So please excuse me while I kiss the sky
Slappin' ""Purple Haze"" with the system high
And if you got a Rollie, put your wrist up high
I'm not the type you used to, I'm a different guy
So read the room, let the groove take control
Just don't overthink it, baby, let the rhythm touch your soul
Then you start to trip, trust me, you wanna be high for this
I put it on my tongue, leaned in, gave her a kiss

[Chorus: Matt Shultz]
Kiss the sky and let it go
Up and down, roll the stone
Up and out, roll the stone
Kiss the sky and let it go, go
I see it right in front of me
And then again beside of me
Rotating, turning back to me
Kiss inside me, kiss inside me
I see it right in front of me
And then again beside of me
Rotating, turning back to me
Kiss inside me, kiss inside me

[Outro: Matt Shultz]
Kiss the sky",0.1253663003663004,0.3574175824175825
Each Time You Fall in Love,Cigarettes After Sex,"[Verse 1]
Each time you fall in love
It's clearly not enough
You sleep all day and drive out in L.A
It isn't safe
And each time you kiss a girl
You never know what it's worth
You say all of the words they wanna hear
It isn't real

[Chorus]
She took you for a ride in summer, baby
Lost all your money to her
All I wanna know is if you love her
How come you never give in?

[Verse 2]
Each time you have a dream
You never know what it means
You see that open road and never know which way to go
And each time you fall in love
It's clearly not enough
You sleep all day and drive out in L.A
It isn't safe

[Chorus]
She took you for a ride in summer, baby
Lost all your money to her
All I wanna know is if you love her
How come you never give in?",0.3181818181818182,0.4818181818181818
3 Nights,Dominic Fike,"[Chorus]
Three nights at the motel
Under streetlights in the City of Palms
Call me what you want, when you want, if you want
And you can call me names if you call me up
Three nights at the motel
Under streetlights in the City of Palms
Call me what you want, when you want, if you want
And you can call me names if you call me up

[Verse 1]
Feel like the least of all your problems
You can reach me if you wanna stay up tonight, stay up at night
Green lights in your body language
Seems like you could use a little company from me
But if you got everything figured out like you say
Don't waste a minute, don't wait a minute
It's only a matter of time for you-ooh-ooh-ooh to-ooh-ooh-ooh
Tell me now, 'cause I've been up for, I've been up for

[Chorus]
Three nights at the motel
Under streetlights in the City of Palms
Call me what you want, when you want, if you want (Want)
And you can call me names if you call me up (Call me up)
Three nights at the motel
Under streetlights in the City of Palms
Call me what you want, when you want, if you want
And you can call me names if you call me up (Ooh)

[Verse 2]
I can't fix each and all your problems
I'm no good with names and faces
She sent me naked pictures from her neck down to the waist
I get my feelings involved, she stopped returnin' my calls
Her flaws turned into walls and barricades
And I'm too far gone in all the wrong ways
And now every long day is a bad one
I can't make you call or make you stay or take you off the pedestal
So I get lost in modern music, watchin' movies, talkin' to the walls in my room
Walkin' through the halls in my head, just tryna make sure it all makes sense
I ain't made of money, maybe someday, you can take it from me?
I'm up too late thinkin' 'bout you in MIA for

[Chorus]
Three nights at the motel
Under streetlights in the City of Palms
Call me what you want, when you want, if you want (Want)
And you can call me names if you call me up (Call me up)
Three nights at the motel
Under streetlights in the City of Palms
Call me what you want, when you want, if you want
And you can call me names if you call me up (Ooh)",-0.14287037037037031,0.5496296296296297
Colors,Łaszewo,"[Intro]
(Feelin', danced in the trees)
(Feelin', danced in the trees)
(Feelin', danced in the trees)
(Feelin', danced in the trees)

[Verse 1]
Sat by the river
Looked down
Swear I discovered
The stars in the reflection

In the water
The clouds
Painted a picture
Full of wonder

[Pre-Chorus]
Then there were colors
And the lights came on
Stood by each other
And the love lived on

Then there were colors
And the lights came on
Stood by each other
And the love lived on

Then there were

[Chorus]

[Verse 2]
Like kids we danced in the tree line
Our minds tasted the freedom
Sweet release, sweet relief
Barefoot and a head full of dreams

Like kids we danced in the tree line
Our minds tasted the freedom
Sweet release, sweet relief

[Pre-Chorus]
Then there were colors
And the lights came on
Stood by each other
And the love lived on

[Chorus]
Then there were colors
And the lights came on
Stood by each other
And the love lived on

Then there were colors
And the lights came on
Stood by each other
And the love lived on

Then there were

[Outro]
(sweet, danced the trees)
(we danced in the trees)
(like kids we danced in the trees)
(our minds danced in the trees)
(sweet, danced the trees)
(we danced in the trees)
(like kids we danced in the trees)
(our minds danced in the trees)",0.23786549707602336,0.5349415204678363
Sahiba,Jasleen Royal,"[जसलीन रॉयल और स्टेबिन बेन ""साहिबा"" के बोल]

[Intro: Stebin Ben]
ਜੇ ਇਸ਼੍ਕ ਹੈ ਕਰੇਯਾ, ਤਰ ਗਏ ਦਰਿਆ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ
ਕੇ ਸਾਰੇ ਜਗ ਨੂੰ ਭੁੱਲ ਗਏ, ਸਭ ਨੂੰ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ

[Verse 1: Jasleen Royal]
ਕੱਚੀਆਂ, ਸੱਚੀਆਂ, ਮੇਰੇ ਦਿਲ ਦੀ ਡੋਰੀਆਂ
ਭੁੱਲਕੇ ਵੀ ਤੋੜੀ ਨਾ, ਤੋੜੀ ਨਾ
ਮੂੜ ਕੇ ਅੱਖੀਆਂ, ਤੇਰੇ ਸੰਗ ਜੋ ਚਲਿਆ
ਕੱਲੇ ਰਾਹ 'ਤੇ ਛੋੜੀ ਨਾ, ਛੋੜੀ ਨਾ

[Chorus: Choir & Stebin Ben]
ਜੇ ਇਸ਼੍ਕ ਹੈ ਕਰੇਯਾ, ਤਰ ਗਏ ਦਰਿਆ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ
ਕੇ ਸਾਰੇ ਜਗ ਨੂੰ ਭੁੱਲ ਗਏ, ਸਭ ਨੂੰ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ

[Verse 2: Stebin Ben]
बिन पूछे ही जान ले मेरा हाल तू महिया
ख्यालों का भी रखता मेरे ख्याल तू महिया

[Pre-Chorus: Jasleen Royal]
शर्त नहीं न सवाल कोई है, ऐसा इश्क़ मेरा
शर्त नहीं न सवाल कोई है, ऐसा इश्क़ तेरा

[Chorus: Choir & Stebin Ben, Jasleen Royal]
ਜੇ ਇਸ਼੍ਕ ਹੈ ਕਰੇਯਾ, ਤਰ ਗਏ ਦਰਿਆ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ
ਕੇ ਸਾਰੇ ਜਗ ਨੂੰ ਭੁੱਲ ਗਏ, ਸਭ ਨੂੰ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ
ਜੇ ਇਸ਼੍ਕ ਹੈ ਕਰੇਯਾ, ਤਰ ਗਏ ਦਰਿਆ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ
ਕੇ ਸਾਰੇ ਜਗ ਨੂੰ ਭੁੱਲ ਗਏ, ਸਭ ਨੂੰ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ

[Verse 3: Jasleen Royal]
ਅੱਖੀਆਂ ਵਿੱਚ ਹੈ ਵਸਦਾ ਮਾਹੀ, ਅੱਖੀਆਂ ਨਾ ਖੋਲਾਂ ਮੈਨ
ਇਸ਼੍ਕ ਮੇਰਾ ਹੈ ਇਸ਼੍ਕ, ਓ ਵੱਲਾਹ, ਨਾ ਕਿਸੇ ਦੇ ਤੋਲਾ ਮੈਨ

[Pre-Chorus: Choir, Choir & Stebin Ben]
शर्त नहीं न सवाल कोई है, ऐसा इश्क़ मेरा
शर्त नहीं न सवाल कोई है, ऐसा इश्क़ तेरा

[Chorus: Choir & Stebin Ben]
ਜੇ ਇਸ਼੍ਕ ਹੈ ਕਰੇਯਾ, ਤਰ ਗਏ ਦਰਿਆ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ
ਕੇ ਸਾਰੇ ਜਗ ਨੂੰ ਭੁੱਲ ਗਏ, ਸਭ ਨੂੰ
ਰੱਬ ਮੰਨਿਆ ਤੈਨੂੰ ਸਾਹਿਬਾ

[Outro: Choir]
रखे है जितने भी ख़ाब पुराने
तुझसे जुड़े है सब ताने बाने
जीते हैं बस एक तेरे बहने
तेरे इश्क़ में",0.0,0.0
I know love (feat. The Kid LAROI),Tate McRae,"[Verse 1: Tate McRae]
He said, ""No lie, girl, you lookin' sexy on the magazine, but what you doin' after the photos?""
Looks like I'll be in the covers with you practicin' a new kinda promo
I said, ""Baby, if you want, I'll give you somethin' you can hold on, you can feel for now, yeah""
I said, ""Baby, if you want, I'll give you somethin', but you only got me right now,"" because

[Chorus: Tate McRae]
I know love when it hits, when it hits, when it hits
Yeah, I know love, yeah
Yeah, I know love when it hits, when it feels like this
It's a little like drugs
Got you sick in the mornin', down on your knees
Yeah, you're so fucked up fallin' for me
I know love when it hits, when it hits, when it hits
Yeah, I know love, I know love

[Verse 2: The Kid LAROI & Tate McRae]
We started off friends, how we end up here?
I don't know, but I don't see no problems
We started off friends, how you end up here next to me? (Honestly, this shit is crazy)
I said, ""You my type,"" out in Mexico tonight
You said it was gon' be quick, now we're twelve months in, so
Everybody needs somebody they can hold down (Mm, yeah)
Girl, stop actin' like you're tough and let your guard down

[Chorus: Tate McRae, The Kid LAROI, Both]
I know love when it hits, when it hits, when it hits
Yeah, I know love, yeah (I know love)
Yeah, I know love when it hits, when it feels like this
It's a little like drugs
Got you sick in the mornin', down on your knees
Yeah, you're so fucked up fallin' for me
I know love when it hits, when it hits, when it hits
Yeah, I know love, I know love

[Post-Chorus: Tate McRae, The Kid LAROI, Both]
When it hits, I kn-kn-kn-kn-know
When it hits, I kn-kn-kn-kn-know love
When it hits, I kn-kn-kn-kn-know
When it hits, I kn-kn-kn-kn-know love (When it hits like that)
When it hits, I kn-kn-kn-kn-know (I know love)
When it hits, I kn-kn-kn-kn-know love (I know love)
When it hits, I kn-kn-kn-kn-know (I know love)
Yeah, I know love, I know love

[Bridge: Tate McRae &  The Kid LAROI]
New love, new plans, new script
Yeah, it's only the beginnin', but it's happening quick, boy (Mm)
New nails, new hair, new tricks
New positions that I put you on and then I put you in, like (Yeah, oh no)

[Chorus: Tate McRae, Tate McRae & The Kid LAROI, The Kid LAROI]
I know love when it hits, when it hits, when it hits
Yeah, I know love, yeah (I know love)
Yeah, I know love when it hits, when it feels like this
It's a little like drugs
Got you sick in the mornin', down on your knees
Yeah, you're so fucked up, falling for me
I know love when it hits, when it hits, when it hits
Yeah, I know love, I know love

[Outro: Tate McRae]
Oh, mm
When it hits, when it hits",0.18018171344784253,0.590665875343295
My Home,Myles Smith,"[Verse 1]
Like a shelter from the storm
A fireplace that keeps me warm (Hm, hm-mm-mm)
Like a match can spark a flame
You start a fire inside my veins (Hm, hm-mm-mm)

[Pre-Chorus]
Somehow with you, I don't feel alone, hm-mm

[Chorus]
You'll always be my home, my heart
I'll be with you wherever you are
My home, my heart
I feel you with me when we're worlds apart

[Post-Chorus]
You'll always be my home
Ho-o-ome, ho-o-o-ome, ho-o-o-ome

[Verse 2]
You accept me for my flaws
You give me everything and more (Hm, hm-mm-mm)
Even in my darkest nights
I know you'rе there right by my side (Hm, hm-mm-mm)

[Pre-Chorus]
Somеhow with you, I don't feel alone, hm-mm

[Chorus]
You'll always be my home, my heart
I'll be with you wherever you are
My home, my heart
I feel you with me when we're worlds apart

[Post-Chorus]
You'll always be my home
Ho-o-ome, ho-o-o-ome, ho-o-o-ome
You'll always be my home
Ho-o-ome, ho-o-o-ome, ho-o-o-ome

[Bridge]
(Home) Bring me home, close to you
I miss your arms wrapped around me
Bring me home, close to you, I miss your arms

[Chorus]
You'll always be my home, my heart
I'll be with you wherever you are
My home, my heart
I feel you with me when we're worlds apart

[Post-Chorus]
You'll always be my home
Ho-o-ome, ho-o-o-ome, ho-o-o-ome
You'll always be my home
Ho-o-ome, ho-o-o-ome, ho-o-o-ome
You'll always be my home",0.4619047619047619,0.5452380952380952
Spinnin,Connor Price,"[Intro: Connor Price]
One hunnid
Hey, Maui
Yeah, look

[Chorus: Connor Price]
They said that I couldn't do it, so I went and (Woo)
(Did it) Did it (Ah)
Ws only, you know I've been
(Winnin') Winnin' (Ooh)
Top of the world, the globe is
(Spinnin') Spinnin' (Yeah)
If you know, you know, I've been on a
What? (Mission) Mission (Go), okay, let's get it

[Verse 1: Connor Price]
Got a little time on my hands like a wristwatch
I don't got time for the breaks and the pit stop
Race through the gridlock, take it like Chris Rock
Right to the chin, still win, heavy metals like slipknot
Got the drive and I got tunnel vision
I just hit my stride the way I run the business
I've been makin' paper like I'm Dunder Mifflin
See the endgame, I got WandaVision, look
I don't еver bother wit' a critic
Hit 'em wit' a Chroniclе of Riddick, boom
Bottle full of Ritalin, I hit 'em with a little bit of riddle-me-this
Riddle me that, my bad, fell asleep at the gas
No time to wait, though
Elon Musk, I'm tryna bankroll
New Tesla just 'cause I say so
Electric whip like Ivan Vanko

[Chorus: Connor Price & Bens]
I just (I just) did it (Did it)
Ws only, you know I've been (You know I've been)
Winnin' (Winnin')
Top of the world, the globe is (Ayy)
Spinnin' (Spinnin')
If you know, you know, I've been on a (Yeah, yeah)
Mission, okay, let's get it (Yeah, yeah, yeah)

[Verse 2: Bens]
I've been on a mission like Totally Spies!
And my baddie, she bad, but she totally nice (Nice)
Nails are blue and her toes wil ik white (What?)
Ik compete niet met jou, dat is over mijn lijk (Yeah, yeah)
He knew it for sure, but he left with a why (Why)
Yeah, we live, but we destined to die (Uh)
And you'd say that I'm mad, but I'm endin' a lie (Uh)
I'm a lion, ik voel me net Memphis Depay (Yeah, yeah, yeah, yeah)
En ik jaag op de goat in the scene (Scene)
Moest eigenlijk rennen we lopen misschien
En ik wil niet eens kijken, mijn ogen die zien
Is er één niet genoeg? Nou dan kopen we tien
Who finna be? (Uh) Y acosta (Really?)
I got five on my name, he got no star (Okay)
Come to me just to see how my shows are (Yeah)

[Chorus: Connor Price]
They said that I couldn't do it, so I went and (Woo)
(Did it) Did it (Ah)
Ws only, you know I've been
(Winnin') Winnin' (Ooh)
Top of the world, the globe is
(Spinnin') Spinnin' (Yeah)
If you know, you know, I've been on a
What? (Mission) Mission (Go), okay, let's get it",0.1502813852813853,0.557082732082732
FALLING,OAFF,"[Intro]
I think about closing the door
And lately I think of it more
I'm living well out of my time
I feel like I'm losing my mind
I should be at the table round
A servant of the crown
The keeper of the sign
To sparkle and to shine

[Verse 1]
Never, no never again!
Listen to me and believe what I say if you can
Never, this is the end
You know I've seen the faces of doom and I'm only a man
Help me, tell me I'm sane
I feel a change in the earth, in the wind and the rain
Save me, oh, take me away
You know I've seen some creatures from hell and I've heard what they say!

[Chorus]
I've got to be strong
Oh, I'm falling off the edge of the world
Think you're safe, but you're wrong!
We are falling off the edge of the world!

[Guitar Solo]

[Verse 2]
Look out, there's danger, nowhere to run!
Seems like desperate measures but sometimes it's got to be done
Over, it's over at last
And the message inside as we build a new life from the past

[Chorus]
We're falling off the edge of the world!
Yes, the edge of the world!
It's the end of the world!",-0.09501334366391184,0.5822314049586776
Darkerside,David Kushner,"[Verse 1]
Been running too long, tryna catch my breath
There's a war up against my heart and head
And there ain't always blood in a fight
But you bring me back to the light
But you bring me back to the light

[Chorus]
Oh, why? (Oh, why?), oh, why? (Oh, why?)
Am I standing on the edge of my darker side?
Oh, I (Oh, I), oh, I (Oh, I)
I know it's so wrong, but it feels so right
Oh, my (Oh, my), oh, my (Oh, my)
There's so many things I'm tempted by
But you bring me back to the light
Oh, my

[Verse 2]
I'm spiraling in and out of control
There's a war no one sees inside my soul
The Lord exposes the deepest lies
You bring me back to the light
Yeah, you bring me back to the light

[Chorus]
Oh, why? (Oh, why?), oh, why? (Oh, why?)
Am I standing on the edge of my darker side?
Oh, I (Oh, I), oh, I (Oh, I)
I know it's so wrong, but it feels so right
Oh, my (Oh, my), oh, my (Oh, my)
There's so many things I'm tempted by
But you bring me back to the light
Yeah, you bring me back to the light

[Outro]
But you bring me back to the light
Oh, my",0.16180124223602482,0.42919254658385086
Coffee,beabadoobee,"[Verse 1]
Don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and goin' out of bed
And I promise that one day I'll feel fine
And I promise that one day I'll feel alright

[Chorus]
And I'll make a cup of coffee
With the right amount of sugar
How you like it
And I'll make a cup of coffee
With the right amount of sugar
How you like it
How you like it

[Verse 2]
Don't know how long I'll stay for
It's okay, I'll knock on your door
Won't you come down and get me?
I like it when you hold me tight
You make me feel nice
The green in your eyes
Makes me feel warm inside

[Chorus]
And I'll make a cup of coffee
With the right amount of sugar
How you like it
And I'll make a cup of coffee
With the right amount of sugar
How you like it
How you like it

[Outro]
Yeah, good",0.2375283446712018,0.5012471655328798
Way down We Go,KALEO,"[Intro]
Oh, Father, tell me, do we get what we deserve?
Oh, we get what we deserve

[Chorus]
And way down we go-o-o-o-o
Way down we go-o-o-o-o
Say way down we go
Way down we go

[Verse]
Whoa, you let your feet run wild
Time has come as we all fall, go down
Yeah, but for the fall, my
Do you dare to look 'em right in the eyes? Yeah

[Pre-Chorus]
Oh, 'cause they will run you down, down 'till the dark
Yes, and they will run you down, down 'till you fall
And they will run you down, down to your core
Yeah, 'till you can't crawl no more

[Chorus]
And way down we go-o-o-o-o
Oh, way down we go
Say way down we go
Oh, 'cause they will run you down, down to your core
Oh, way down we go

[Bridge]
Ohh
Oh, baby, yeah
Oh, baby, ah-ah
Baby, ooh
Way down we go
Oh, no
Yeah! No, no

[Outro]
Way down we go-o-o-o-o
Oh, way down we go
Say way down we go, ooh
Way down we go",-0.13366910866910867,0.31504884004884
BIRYANI,ASHWARYA,"[Intro]
I love you like, like, like biryani

[Verse]
Tum ho meri dil ki dhadkan
Keeps on beatin' for you (I love you like, like, like biryani)
Galti se tum paas mat aao
'Cause I won't let you go

[Refrain]
We could take a cheque, we could take a break
Forget about it all, you know, we could run away
I don't really care as long as I go with you
Galti se tum paas mat aao
'Cause I won't let you go

[Pre-Chorus]
Yeah, yeah
Yeah, yeah, yeah
I love you like, like, like biryani

[Chorus]
I will never find another like ya
I can be anything you want, uh
I don't wanna find another likе ya
'Cause you, baby, got me like that
You will nеver find another like ma
You can be anything I want, uh
You don't wanna find another like ma
'Cause I, baby, got you like that
Got you, got you like that

[Verse]
Tum ho meri dil ki dhadkan
Keeps on beatin' for you (I love you like, like, like biryani)
Galti se tum paas mat aao
'Cause I won't let you go

[Refrain]
We could take a cheque, we could take a break
Forget about it all, you know, we could run away
I don't really care as long as I go with you
Galti se tum paas mat aao
'Cause I won't let you go

[Bridge]
You know I want ya
Want ya, boy
You know I want ya, oh, hey

[Chorus]
I will never find another like ya
I can be anything you want, uh
I don't wanna find another like ya
'Cause you, baby, got me like that
You will never find another like ma
You can be anything I want, uh
You don't wanna find another like ma
'Cause I, baby, got you like that
Got you, got you like that
Got you, got you (Yeah)
You don't wanna find another like ma
'Cause I, baby, got you like that
Got you, got you like that",0.28750000000000003,0.45
